date,equity,cash,mtm,positions
2019-01-01,1000000.0,1000000.0,0.0,0
2019-01-02,1000000.0,1000000.0,0.0,0
2019-01-03,1000000.0,1000000.0,0.0,0
2019-01-04,1000000.0,1000000.0,0.0,0
2019-01-07,1000000.0,1000000.0,0.0,0
2019-01-08,1000000.0,1000000.0,0.0,0
2019-01-09,1000000.0,1000000.0,0.0,0
2019-01-10,1000000.0,1000000.0,0.0,0
2019-01-11,1000000.0,1000000.0,0.0,0
2019-01-14,1000000.0,1000000.0,0.0,0
2019-01-15,1000000.0,1000000.0,0.0,0
2019-01-16,1000000.0,1000000.0,0.0,0
2019-01-17,1000000.0,1000000.0,0.0,0
2019-01-18,1000000.0,1000000.0,0.0,0
2019-01-21,1000000.0,1000000.0,0.0,0
2019-01-22,1000000.0,1000000.0,0.0,0
2019-01-23,1000000.0,1000000.0,0.0,0
2019-01-24,1000000.0,1000000.0,0.0,0
2019-01-25,1000000.0,1000000.0,0.0,0
2019-01-28,1000000.0,1000000.0,0.0,0
2019-01-29,1000000.0,1000000.0,0.0,0
2019-01-30,1000000.0,1000000.0,0.0,0
2019-01-31,1000000.0,1000000.0,0.0,0
2019-02-01,1000000.0,1000000.0,0.0,0
2019-02-04,1000000.0,1000000.0,0.0,0
2019-02-05,1000000.0,1000000.0,0.0,0
2019-02-06,1000000.0,1000000.0,0.0,0
2019-02-07,999999.9666320801,46.95000000002622,999953.0166320801,4
2019-02-08,1019748.0844909669,46.95000000002622,1019701.1344909668,4
2019-02-11,1022187.9881622315,46.95000000002622,1022141.0381622314,4
2019-02-12,1029406.2320922852,282.1500000000262,1029124.0820922852,4
2019-02-14,1014920.2628765869,46.580000000008724,1014873.6828765869,6
2019-02-15,1005285.3966427612,46.580000000008724,1005238.8166427612,6
2019-02-18,1029900.9259854126,46.580000000008724,1029854.3459854126,6
2019-02-19,1066284.2759381104,46.580000000008724,1066237.6959381104,6
2019-02-20,1039822.1300030517,46.580000000008724,1039775.5500030518,6
2019-02-21,1015297.0633297729,46.580000000008724,1015250.483329773,6
2019-02-22,1006792.6955145263,4.340000000008722,1006788.3555145264,7
2019-02-25,1000206.9550683594,0.7600000000087235,1000206.1950683594,7
2019-02-26,1040242.2413919067,0.7600000000087235,1040241.4813919067,7
2019-02-27,1070095.8902986145,0.7600000000087235,1070095.1302986145,7
2019-02-28,1039394.279744873,0.7600000000087235,1039393.519744873,7
2019-03-01,1019202.3088014221,0.7600000000087235,1019201.5488014221,7
2019-03-05,1008386.6939904785,0.7600000000087235,1008385.9339904785,7
2019-03-06,943116.8672698212,457.32000000002154,942659.5472698212,8
2019-03-07,895095.5208668136,-115.56000000000472,895211.0808668137,10
2019-03-08,884088.9158033752,-115.56000000000472,884204.4758033752,10
2019-03-11,905181.5862345123,-115.56000000000472,905297.1462345123,10
2019-03-12,913523.3044771575,-115.56000000000472,913638.8644771576,10
2019-03-13,894628.7832815552,-114.26000000000472,894743.0432815552,10
2019-03-14,919684.3065740967,-114.26000000000472,919798.5665740967,10
2019-03-15,913625.409457016,69.29999999999518,913556.109457016,10
2019-03-18,916700.6077839661,-25.320000000004825,916725.9277839661,10
2019-03-19,910138.2626268006,-114.0900000000048,910252.3526268005,10
2019-03-20,923977.8899194336,-114.0900000000048,924091.9799194336,10
2019-03-22,936733.9891876221,-17.850000000004812,936751.8391876221,8
2019-03-25,925398.533630867,-124.4800000000049,925523.013630867,9
2019-03-26,914130.5310522461,-121.11000000000492,914251.6410522461,10
2019-03-27,920828.1927420044,-121.11000000000492,920949.3027420044,10
2019-03-28,929987.8601080322,-121.11000000000492,930108.9701080322,10
2019-04-01,944796.9034658814,-121.11000000000492,944918.0134658813,10
2019-04-02,937274.5367056275,-121.11000000000492,937395.6467056274,10
2019-04-03,945795.5605407715,34.59999999999502,945760.9605407715,10
2019-04-04,933633.2870065308,73.15999999998894,933560.1270065308,10
2019-04-05,948757.5575753785,73.15999999998894,948684.3975753784,10
2019-04-08,943702.7746078491,-121.3000000000111,943824.0746078491,10
2019-04-09,954659.6456463623,-83.97000000001117,954743.6156463623,10
2019-04-10,955749.8708508301,-83.97000000001117,955833.8408508301,10
2019-04-11,956737.073510437,-83.97000000001117,956821.043510437,10
2019-04-12,965889.5213711548,-83.97000000001117,965973.4913711548,10
2019-04-15,959265.9957745362,-83.97000000001117,959349.9657745361,10
2019-04-16,967221.8847821045,-83.97000000001117,967305.8547821045,10
2019-04-18,953876.9940350342,-83.97000000001117,953960.9640350342,10
2019-04-22,963489.3884365845,-83.97000000001117,963573.3584365845,10
2019-04-23,954003.3192049408,-122.61000000001115,954125.9292049408,10
2019-04-24,954652.8625871658,-115.55000000001115,954768.4125871658,10
2019-04-25,968564.232836914,-115.55000000001115,968679.7828369141,10
2019-04-26,971528.8142435073,-115.55000000001115,971644.3642435074,10
2019-04-30,966858.8805076599,-79.55000000001115,966938.4305076599,10
2019-05-02,969683.8624665451,-78.03000000001114,969761.8924665451,10
2019-05-03,979263.9618119049,-105.62000000001115,979369.5818119049,9
2019-05-06,970065.1459454346,-105.62000000001115,970170.7659454346,9
2019-05-07,965262.1064652252,-105.62000000001115,965367.7264652252,9
2019-05-08,945112.6044720459,-105.62000000001115,945218.2244720459,9
2019-05-09,951432.1025778961,280.2199999999866,951151.8825778961,9
2019-05-10,943415.1083619308,280.2199999999866,943134.8883619308,9
2019-05-13,937203.1553977203,1778.0699999999924,935425.0853977203,6
2019-05-14,923235.476262207,845047.37,78188.10626220703,4
2019-05-15,924877.2107448578,-118.74999999995816,924995.9607448578,6
2019-05-16,955803.4354248047,-118.74999999995816,955922.1854248047,6
2019-05-17,993598.1450134278,-85.14999999995817,993683.2950134277,6
2019-05-20,1028452.9996261597,-118.24999999995816,1028571.2496261597,7
2019-05-21,1012439.6595001221,-118.24999999995816,1012557.9095001221,7
2019-05-22,1063149.7779579163,-118.24999999995816,1063268.0279579163,7
